# Strain Tracker Export
# generated: 2026-05-21T13:10:11.861Z
# fps: 120
# video_size_px: 1280x720
# calibration: 9.629723 px per mm
# calibration_points_px: (311.780,304.734) - (985.835,298.862)
# calibration_real_distance: 70 mm
# template_size_px: 40
# search_radius_px: 25
#
frame,time_s,x_px,y_px,x_mm,y_mm,dx_mm,dy_mm,match_score
298,2.483333,385.2656,355.8442,40.007958,36.952690,3.039087,0.399199,0.9396
299,2.491667,385.2656,355.8442,40.007958,36.952690,3.039087,0.399199,0.9396
300,2.500000,385.2669,355.7510,40.008097,36.943014,3.039225,0.389523,0.9381
301,2.508333,385.2669,355.7510,40.008097,36.943014,3.039225,0.389523,0.9381
302,2.516667,385.2669,355.7510,40.008097,36.943014,3.039225,0.389523,0.9381
303,2.525000,385.2669,355.7510,40.008097,36.943014,3.039225,0.389523,0.9381
304,2.533333,385.2292,355.6231,40.004182,36.929733,3.035310,0.376241,0.9352
305,2.541667,385.2292,355.6231,40.004182,36.929733,3.035310,0.376241,0.9352
306,2.550000,385.2292,355.6231,40.004182,36.929733,3.035310,0.376241,0.9352
307,2.558333,385.2292,355.6231,40.004182,36.929733,3.035310,0.376241,0.9352
308,2.566667,385.1990,355.5976,40.001047,36.927080,3.032175,0.373589,0.9344
309,2.575000,385.1990,355.5976,40.001047,36.927080,3.032175,0.373589,0.9344
310,2.583333,385.1990,355.5976,40.001047,36.927080,3.032175,0.373589,0.9344
311,2.591667,385.1990,355.5976,40.001047,36.927080,3.032175,0.373589,0.9344
312,2.600000,385.1138,355.6299,39.992204,36.930442,3.023332,0.376950,0.9346
313,2.608333,385.1138,355.6299,39.992204,36.930442,3.023332,0.376950,0.9346
314,2.616667,385.1138,355.6299,39.992204,36.930442,3.023332,0.376950,0.9346
315,2.625000,385.1138,355.6299,39.992204,36.930442,3.023332,0.376950,0.9346
316,2.633333,385.0207,355.6558,39.982527,36.933129,3.013655,0.379638,0.9336
317,2.641667,385.0207,355.6558,39.982527,36.933129,3.013655,0.379638,0.9336
318,2.650000,385.0207,355.6558,39.982527,36.933129,3.013655,0.379638,0.9336
319,2.658333,385.0207,355.6558,39.982527,36.933129,3.013655,0.379638,0.9336
320,2.666667,385.0327,355.6061,39.983776,36.927962,3.014904,0.374471,0.9326
321,2.675000,385.0327,355.6061,39.983776,36.927962,3.014904,0.374471,0.9326
322,2.683333,385.0327,355.6061,39.983776,36.927962,3.014904,0.374471,0.9326
323,2.691667,385.0327,355.6061,39.983776,36.927962,3.014904,0.374471,0.9326
324,2.700000,384.9531,355.3116,39.975511,36.897388,3.006640,0.343897,0.9313
325,2.708333,384.9531,355.3116,39.975511,36.897388,3.006640,0.343897,0.9313
326,2.716667,384.9531,355.3116,39.975511,36.897388,3.006640,0.343897,0.9313
327,2.725000,384.9531,355.3116,39.975511,36.897388,3.006640,0.343897,0.9313
328,2.733333,384.9473,354.0864,39.974911,36.770157,3.006039,0.216666,0.9325
329,2.741667,384.9473,354.0864,39.974911,36.770157,3.006039,0.216666,0.9325
330,2.750000,384.9473,354.0864,39.974911,36.770157,3.006039,0.216666,0.9325
331,2.758333,384.9473,354.0864,39.974911,36.770157,3.006039,0.216666,0.9325
332,2.766667,384.9151,353.3256,39.971562,36.691153,3.002690,0.137661,0.9346
333,2.775000,384.9151,353.3256,39.971562,36.691153,3.002690,0.137661,0.9346
334,2.783333,384.9151,353.3256,39.971562,36.691153,3.002690,0.137661,0.9346
335,2.791667,384.9151,353.3256,39.971562,36.691153,3.002690,0.137661,0.9346
336,2.800000,385.0344,353.0674,39.983950,36.664338,3.015078,0.110847,0.9354
337,2.808333,385.0344,353.0674,39.983950,36.664338,3.015078,0.110847,0.9354
338,2.816667,385.0344,353.0674,39.983950,36.664338,3.015078,0.110847,0.9354
339,2.825000,385.0344,353.0674,39.983950,36.664338,3.015078,0.110847,0.9354
340,2.833333,385.0753,353.0209,39.988205,36.659511,3.019333,0.106020,0.9369
341,2.841667,385.0753,353.0209,39.988205,36.659511,3.019333,0.106020,0.9369
342,2.850000,385.0753,353.0209,39.988205,36.659511,3.019333,0.106020,0.9369
343,2.858333,385.0753,353.0209,39.988205,36.659511,3.019333,0.106020,0.9369
344,2.866667,385.1447,352.9716,39.995405,36.654388,3.026533,0.100897,0.9360
345,2.875000,385.1447,352.9716,39.995405,36.654388,3.026533,0.100897,0.9360
346,2.883333,385.1447,352.9716,39.995405,36.654388,3.026533,0.100897,0.9360
347,2.891667,385.1447,352.9716,39.995405,36.654388,3.026533,0.100897,0.9360
348,2.900000,385.2063,352.9817,40.001806,36.655431,3.032934,0.101940,0.9364
349,2.908333,385.2063,352.9817,40.001806,36.655431,3.032934,0.101940,0.9364
350,2.916667,385.2063,352.9817,40.001806,36.655431,3.032934,0.101940,0.9364
351,2.925000,385.2063,352.9817,40.001806,36.655431,3.032934,0.101940,0.9364
352,2.933333,385.2328,352.9936,40.004553,36.656677,3.035681,0.103185,0.9372
353,2.941667,385.2328,352.9936,40.004553,36.656677,3.035681,0.103185,0.9372
354,2.950000,385.2328,352.9936,40.004553,36.656677,3.035681,0.103185,0.9372
355,2.958333,385.2328,352.9936,40.004553,36.656677,3.035681,0.103185,0.9372
356,2.966667,385.2471,352.7387,40.006039,36.630204,3.037168,0.076713,0.9367
357,2.975000,385.2471,352.7387,40.006039,36.630204,3.037168,0.076713,0.9367
358,2.983333,385.2471,352.7387,40.006039,36.630204,3.037168,0.076713,0.9367
359,2.991667,385.2471,352.7387,40.006039,36.630204,3.037168,0.076713,0.9367
360,3.000000,385.1891,352.4914,40.000019,36.604525,3.031147,0.051034,0.9358
361,3.008333,385.1891,352.4914,40.000019,36.604525,3.031147,0.051034,0.9358
362,3.016667,385.1891,352.4914,40.000019,36.604525,3.031147,0.051034,0.9358
363,3.025000,385.1891,352.4914,40.000019,36.604525,3.031147,0.051034,0.9358
364,3.033333,385.1966,352.2827,40.000799,36.582846,3.031927,0.029355,0.9370
365,3.041667,385.1966,352.2827,40.000799,36.582846,3.031927,0.029355,0.9370
366,3.050000,385.1966,352.2827,40.000799,36.582846,3.031927,0.029355,0.9370
367,3.058333,385.1966,352.2827,40.000799,36.582846,3.031927,0.029355,0.9370
368,3.066667,385.1425,352.1232,39.995181,36.566289,3.026309,0.012797,0.9384
369,3.075000,385.1425,352.1232,39.995181,36.566289,3.026309,0.012797,0.9384
370,3.083333,385.1425,352.1232,39.995181,36.566289,3.026309,0.012797,0.9384
371,3.091667,385.1425,352.1232,39.995181,36.566289,3.026309,0.012797,0.9384
372,3.100000,385.1437,351.9864,39.995301,36.552075,3.026429,-0.001417,0.9387
373,3.108333,385.1437,351.9864,39.995301,36.552075,3.026429,-0.001417,0.9387
374,3.116667,385.1437,351.9864,39.995301,36.552075,3.026429,-0.001417,0.9387
375,3.125000,385.1437,351.9864,39.995301,36.552075,3.026429,-0.001417,0.9387
376,3.133333,385.1696,351.8017,39.997998,36.532898,3.029126,-0.020593,0.9387
377,3.141667,385.1696,351.8017,39.997998,36.532898,3.029126,-0.020593,0.9387
378,3.150000,385.1696,351.8017,39.997998,36.532898,3.029126,-0.020593,0.9387
379,3.158333,385.1696,351.8017,39.997998,36.532898,3.029126,-0.020593,0.9387
380,3.166667,385.1728,351.6015,39.998322,36.512107,3.029450,-0.041385,0.9381
381,3.175000,385.1728,351.6015,39.998322,36.512107,3.029450,-0.041385,0.9381
382,3.183333,385.1728,351.6015,39.998322,36.512107,3.029450,-0.041385,0.9381
383,3.191667,385.1728,351.6015,39.998322,36.512107,3.029450,-0.041385,0.9381
384,3.200000,385.0838,351.3272,39.989082,36.483621,3.020210,-0.069870,0.9356
385,3.208333,385.0838,351.3272,39.989082,36.483621,3.020210,-0.069870,0.9356
386,3.216667,385.0838,351.3272,39.989082,36.483621,3.020210,-0.069870,0.9356
387,3.225000,385.0838,351.3272,39.989082,36.483621,3.020210,-0.069870,0.9356
388,3.233333,385.0766,350.8817,39.988338,36.437363,3.019467,-0.116128,0.9359
389,3.241667,385.0766,350.8817,39.988338,36.437363,3.019467,-0.116128,0.9359
390,3.250000,385.0766,350.8817,39.988338,36.437363,3.019467,-0.116128,0.9359
391,3.258333,385.0766,350.8817,39.988338,36.437363,3.019467,-0.116128,0.9359
392,3.266667,385.0753,350.1384,39.988199,36.360177,3.019327,-0.193315,0.9320
393,3.275000,385.0753,350.1384,39.988199,36.360177,3.019327,-0.193315,0.9320
394,3.283333,385.0753,350.1384,39.988199,36.360177,3.019327,-0.193315,0.9320
395,3.291667,385.0753,350.1384,39.988199,36.360177,3.019327,-0.193315,0.9320
396,3.300000,385.0081,348.2625,39.981225,36.165371,3.012353,-0.388120,0.9363
397,3.308333,385.0081,348.2625,39.981225,36.165371,3.012353,-0.388120,0.9363
398,3.316667,385.0081,348.2625,39.981225,36.165371,3.012353,-0.388120,0.9363
399,3.325000,385.0081,348.2625,39.981225,36.165371,3.012353,-0.388120,0.9363
400,3.333333,385.0924,347.9814,39.989972,36.136184,3.021100,-0.417307,0.9373
401,3.341667,385.0924,347.9814,39.989972,36.136184,3.021100,-0.417307,0.9373
402,3.350000,385.0924,347.9814,39.989972,36.136184,3.021100,-0.417307,0.9373
403,3.358333,385.0924,347.9814,39.989972,36.136184,3.021100,-0.417307,0.9373
404,3.366667,385.1835,347.6865,39.999438,36.105554,3.030566,-0.447937,0.9375
405,3.375000,385.1835,347.6865,39.999438,36.105554,3.030566,-0.447937,0.9375
406,3.383333,385.1835,347.6865,39.999438,36.105554,3.030566,-0.447937,0.9375
407,3.391667,385.1835,347.6865,39.999438,36.105554,3.030566,-0.447937,0.9375
408,3.400000,385.1341,347.4904,39.994307,36.085190,3.025435,-0.468301,0.9377
409,3.408333,385.1341,347.4904,39.994307,36.085190,3.025435,-0.468301,0.9377
410,3.416667,385.1341,347.4904,39.994307,36.085190,3.025435,-0.468301,0.9377
411,3.425000,385.1341,347.4904,39.994307,36.085190,3.025435,-0.468301,0.9377
412,3.433333,385.1718,347.3828,39.998223,36.074012,3.029351,-0.479479,0.9382
413,3.441667,385.1718,347.3828,39.998223,36.074012,3.029351,-0.479479,0.9382
414,3.450000,385.1718,347.3828,39.998223,36.074012,3.029351,-0.479479,0.9382
415,3.458333,385.1718,347.3828,39.998223,36.074012,3.029351,-0.479479,0.9382
416,3.466667,385.2341,347.3314,40.004695,36.068679,3.035824,-0.484812,0.9377
417,3.475000,385.2341,347.3314,40.004695,36.068679,3.035824,-0.484812,0.9377
418,3.483333,385.2341,347.3314,40.004695,36.068679,3.035824,-0.484812,0.9377
419,3.491667,385.2341,347.3314,40.004695,36.068679,3.035824,-0.484812,0.9377
420,3.500000,385.2602,347.2514,40.007402,36.060376,3.038531,-0.493116,0.9374
421,3.508333,385.2602,347.2514,40.007402,36.060376,3.038531,-0.493116,0.9374
422,3.516667,385.2602,347.2514,40.007402,36.060376,3.038531,-0.493116,0.9374
423,3.525000,385.2602,347.2514,40.007402,36.060376,3.038531,-0.493116,0.9374
424,3.533333,385.3054,347.2212,40.012097,36.057233,3.043225,-0.496259,0.9383
425,3.541667,385.3054,347.2212,40.012097,36.057233,3.043225,-0.496259,0.9383
426,3.550000,385.3054,347.2212,40.012097,36.057233,3.043225,-0.496259,0.9383
427,3.558333,385.3054,347.2212,40.012097,36.057233,3.043225,-0.496259,0.9383
428,3.566667,385.2830,347.2692,40.009765,36.062221,3.040893,-0.491270,0.9367
429,3.575000,385.2830,347.2692,40.009765,36.062221,3.040893,-0.491270,0.9367
430,3.583333,385.2830,347.2692,40.009765,36.062221,3.040893,-0.491270,0.9367
431,3.591667,385.2830,347.2692,40.009765,36.062221,3.040893,-0.491270,0.9367
432,3.600000,385.2733,347.3458,40.008757,36.070175,3.039885,-0.483317,0.9361
433,3.608333,385.2733,347.3458,40.008757,36.070175,3.039885,-0.483317,0.9361
434,3.616667,385.2733,347.3458,40.008757,36.070175,3.039885,-0.483317,0.9361
435,3.625000,385.2733,347.3458,40.008757,36.070175,3.039885,-0.483317,0.9361
436,3.633333,385.2679,347.4264,40.008199,36.078544,3.039328,-0.474947,0.9350
437,3.641667,385.2679,347.4264,40.008199,36.078544,3.039328,-0.474947,0.9350
438,3.650000,385.2679,347.4264,40.008199,36.078544,3.039328,-0.474947,0.9350
439,3.658333,385.2679,347.4264,40.008199,36.078544,3.039328,-0.474947,0.9350
440,3.666667,385.2777,347.4971,40.009222,36.085890,3.040350,-0.467601,0.9349
441,3.675000,385.2777,347.4971,40.009222,36.085890,3.040350,-0.467601,0.9349
442,3.683333,385.2777,347.4971,40.009222,36.085890,3.040350,-0.467601,0.9349
443,3.691667,385.2777,347.4971,40.009222,36.085890,3.040350,-0.467601,0.9349
444,3.700000,385.3780,347.5723,40.019637,36.093692,3.050765,-0.459800,0.9351
445,3.708333,385.3780,347.5723,40.019637,36.093692,3.050765,-0.459800,0.9351
446,3.716667,385.3780,347.5723,40.019637,36.093692,3.050765,-0.459800,0.9351
447,3.725000,385.3780,347.5723,40.019637,36.093692,3.050765,-0.459800,0.9351
448,3.733333,385.3332,347.6664,40.014978,36.103470,3.046106,-0.450021,0.9352
449,3.741667,385.3332,347.6664,40.014978,36.103470,3.046106,-0.450021,0.9352
450,3.750000,385.3332,347.6664,40.014978,36.103470,3.046106,-0.450021,0.9352
451,3.758333,385.3332,347.6664,40.014978,36.103470,3.046106,-0.450021,0.9352
452,3.766667,385.3259,347.5772,40.014228,36.094202,3.045356,-0.459290,0.9356
453,3.775000,385.3259,347.5772,40.014228,36.094202,3.045356,-0.459290,0.9356
454,3.783333,385.3259,347.5772,40.014228,36.094202,3.045356,-0.459290,0.9356
455,3.791667,385.3259,347.5772,40.014228,36.094202,3.045356,-0.459290,0.9356
456,3.800000,385.3227,347.5048,40.013888,36.086691,3.045016,-0.466800,0.9362
457,3.808333,385.3227,347.5048,40.013888,36.086691,3.045016,-0.466800,0.9362
458,3.816667,385.3227,347.5048,40.013888,36.086691,3.045016,-0.466800,0.9362
459,3.825000,385.3227,347.5048,40.013888,36.086691,3.045016,-0.466800,0.9362
460,3.833333,385.1724,347.4474,39.998281,36.080724,3.029409,-0.472767,0.9365
461,3.841667,385.1724,347.4474,39.998281,36.080724,3.029409,-0.472767,0.9365
462,3.850000,385.1724,347.4474,39.998281,36.080724,3.029409,-0.472767,0.9365
463,3.858333,385.1724,347.4474,39.998281,36.080724,3.029409,-0.472767,0.9365
464,3.866667,385.1627,347.4694,39.997281,36.083011,3.028409,-0.470480,0.9361
465,3.875000,385.1627,347.4694,39.997281,36.083011,3.028409,-0.470480,0.9361
466,3.883333,385.1627,347.4694,39.997281,36.083011,3.028409,-0.470480,0.9361
467,3.891667,385.1627,347.4694,39.997281,36.083011,3.028409,-0.470480,0.9361
468,3.900000,385.1737,347.4335,39.998414,36.079279,3.029542,-0.474212,0.9361
469,3.908333,385.1737,347.4335,39.998414,36.079279,3.029542,-0.474212,0.9361
470,3.916667,385.1737,347.4335,39.998414,36.079279,3.029542,-0.474212,0.9361
471,3.925000,385.1737,347.4335,39.998414,36.079279,3.029542,-0.474212,0.9361
472,3.933333,385.1954,347.4413,40.000673,36.080094,3.031801,-0.473398,0.9373
473,3.941667,385.1954,347.4413,40.000673,36.080094,3.031801,-0.473398,0.9373
474,3.950000,385.1954,347.4413,40.000673,36.080094,3.031801,-0.473398,0.9373
475,3.958333,385.1954,347.4413,40.000673,36.080094,3.031801,-0.473398,0.9373
476,3.966667,385.1447,347.4712,39.995409,36.083199,3.026537,-0.470293,0.9358
477,3.975000,385.1447,347.4712,39.995409,36.083199,3.026537,-0.470293,0.9358
478,3.983333,385.1447,347.4712,39.995409,36.083199,3.026537,-0.470293,0.9358
479,3.991667,385.1447,347.4712,39.995409,36.083199,3.026537,-0.470293,0.9358
480,4.000000,385.2966,347.6508,40.011183,36.101851,3.042311,-0.451640,0.9329
481,4.008333,385.2966,347.6508,40.011183,36.101851,3.042311,-0.451640,0.9329
482,4.016667,385.2966,347.6508,40.011183,36.101851,3.042311,-0.451640,0.9329
483,4.025000,385.2966,347.6508,40.011183,36.101851,3.042311,-0.451640,0.9329
484,4.033333,385.2685,347.9215,40.008265,36.129960,3.039393,-0.423531,0.9327
485,4.041667,385.2685,347.9215,40.008265,36.129960,3.039393,-0.423531,0.9327
486,4.050000,385.2685,347.9215,40.008265,36.129960,3.039393,-0.423531,0.9327
487,4.058333,385.2685,347.9215,40.008265,36.129960,3.039393,-0.423531,0.9327
488,4.066667,385.2884,348.1368,40.010329,36.152315,3.041458,-0.401177,0.9318
489,4.075000,385.2884,348.1368,40.010329,36.152315,3.041458,-0.401177,0.9318
490,4.083333,385.2884,348.1368,40.010329,36.152315,3.041458,-0.401177,0.9318
491,4.091667,385.2884,348.1368,40.010329,36.152315,3.041458,-0.401177,0.9318
492,4.100000,385.2846,348.1475,40.009940,36.153429,3.041068,-0.400062,0.9310
493,4.108333,385.2846,348.1475,40.009940,36.153429,3.041068,-0.400062,0.9310
494,4.116667,385.2846,348.1475,40.009940,36.153429,3.041068,-0.400062,0.9310
495,4.125000,385.2846,348.1475,40.009940,36.153429,3.041068,-0.400062,0.9310
496,4.133333,385.3159,348.2985,40.013182,36.169103,3.044310,-0.384388,0.9302
497,4.141667,385.3159,348.2985,40.013182,36.169103,3.044310,-0.384388,0.9302
498,4.150000,385.3159,348.2985,40.013182,36.169103,3.044310,-0.384388,0.9302
499,4.158333,385.3159,348.2985,40.013182,36.169103,3.044310,-0.384388,0.9302
500,4.166667,385.2984,348.3809,40.011365,36.177662,3.042493,-0.375829,0.9297
501,4.175000,385.2984,348.3809,40.011365,36.177662,3.042493,-0.375829,0.9297
502,4.183333,385.2984,348.3809,40.011365,36.177662,3.042493,-0.375829,0.9297
503,4.191667,385.2984,348.3809,40.011365,36.177662,3.042493,-0.375829,0.9297
504,4.200000,385.2881,348.4612,40.010299,36.186007,3.041428,-0.367484,0.9297
505,4.208333,385.2881,348.4612,40.010299,36.186007,3.041428,-0.367484,0.9297
506,4.216667,385.2881,348.4612,40.010299,36.186007,3.041428,-0.367484,0.9297
507,4.225000,385.2881,348.4612,40.010299,36.186007,3.041428,-0.367484,0.9297
508,4.233333,385.2858,348.3639,40.010055,36.175904,3.041183,-0.377587,0.9300
509,4.241667,385.2858,348.3639,40.010055,36.175904,3.041183,-0.377587,0.9300
510,4.250000,385.2858,348.3639,40.010055,36.175904,3.041183,-0.377587,0.9300
511,4.258333,385.2858,348.3639,40.010055,36.175904,3.041183,-0.377587,0.9300
512,4.266667,385.2565,348.4302,40.007019,36.182787,3.038147,-0.370704,0.9294
513,4.275000,385.2565,348.4302,40.007019,36.182787,3.038147,-0.370704,0.9294
514,4.283333,385.2565,348.4302,40.007019,36.182787,3.038147,-0.370704,0.9294
515,4.291667,385.2565,348.4302,40.007019,36.182787,3.038147,-0.370704,0.9294
516,4.300000,385.2373,348.4099,40.005022,36.180681,3.036150,-0.372811,0.9311
517,4.308333,385.2373,348.4099,40.005022,36.180681,3.036150,-0.372811,0.9311
518,4.316667,385.2373,348.4099,40.005022,36.180681,3.036150,-0.372811,0.9311
519,4.325000,385.2373,348.4099,40.005022,36.180681,3.036150,-0.372811,0.9311
520,4.333333,385.1509,348.2773,39.996049,36.166912,3.027177,-0.386580,0.9310
521,4.341667,385.1509,348.2773,39.996049,36.166912,3.027177,-0.386580,0.9310
522,4.350000,385.1509,348.2773,39.996049,36.166912,3.027177,-0.386580,0.9310
523,4.358333,385.1509,348.2773,39.996049,36.166912,3.027177,-0.386580,0.9310
524,4.366667,385.0471,348.3085,39.985277,36.170151,3.016405,-0.383340,0.9309
525,4.375000,385.0471,348.3085,39.985277,36.170151,3.016405,-0.383340,0.9309
526,4.383333,385.0471,348.3085,39.985277,36.170151,3.016405,-0.383340,0.9309
527,4.391667,385.0471,348.3085,39.985277,36.170151,3.016405,-0.383340,0.9309
528,4.400000,386.8091,347.8768,40.168249,36.125315,3.199377,-0.428176,0.9259
529,4.408333,386.8091,347.8768,40.168249,36.125315,3.199377,-0.428176,0.9259
530,4.416667,386.8091,347.8768,40.168249,36.125315,3.199377,-0.428176,0.9259
531,4.425000,386.8091,347.8768,40.168249,36.125315,3.199377,-0.428176,0.9259
532,4.433333,389.1256,350.8462,40.408806,36.433672,3.439934,-0.119819,0.9123
533,4.441667,389.1256,350.8462,40.408806,36.433672,3.439934,-0.119819,0.9123
534,4.450000,389.1256,350.8462,40.408806,36.433672,3.439934,-0.119819,0.9123
535,4.458333,389.1256,350.8462,40.408806,36.433672,3.439934,-0.119819,0.9123
536,4.466667,389.0281,348.8659,40.398678,36.228032,3.429806,-0.325460,0.9107
537,4.475000,389.0281,348.8659,40.398678,36.228032,3.429806,-0.325460,0.9107
538,4.483333,389.0281,348.8659,40.398678,36.228032,3.429806,-0.325460,0.9107
539,4.491667,389.0281,348.8659,40.398678,36.228032,3.429806,-0.325460,0.9107
540,4.500000,389.1730,349.0516,40.413726,36.247311,3.444855,-0.306180,0.9114
541,4.508333,389.1730,349.0516,40.413726,36.247311,3.444855,-0.306180,0.9114
542,4.516667,389.1730,349.0516,40.413726,36.247311,3.444855,-0.306180,0.9114
543,4.525000,389.1730,349.0516,40.413726,36.247311,3.444855,-0.306180,0.9114
544,4.533333,389.6564,350.7949,40.463925,36.428350,3.495053,-0.125141,0.9123
545,4.541667,389.6564,350.7949,40.463925,36.428350,3.495053,-0.125141,0.9123
546,4.550000,389.6564,350.7949,40.463925,36.428350,3.495053,-0.125141,0.9123
547,4.558333,389.6564,350.7949,40.463925,36.428350,3.495053,-0.125141,0.9123
548,4.566667,389.3855,347.6897,40.435791,36.105892,3.466920,-0.447599,0.9132
549,4.575000,389.3855,347.6897,40.435791,36.105892,3.466920,-0.447599,0.9132
550,4.583333,389.3855,347.6897,40.435791,36.105892,3.466920,-0.447599,0.9132
551,4.591667,389.3855,347.6897,40.435791,36.105892,3.466920,-0.447599,0.9132
552,4.600000,389.3998,348.2467,40.437274,36.163732,3.468402,-0.389759,0.9110
553,4.608333,389.3998,348.2467,40.437274,36.163732,3.468402,-0.389759,0.9110
554,4.616667,389.3998,348.2467,40.437274,36.163732,3.468402,-0.389759,0.9110
555,4.625000,389.3998,348.2467,40.437274,36.163732,3.468402,-0.389759,0.9110
556,4.633333,389.5595,348.0033,40.453864,36.138448,3.484993,-0.415043,0.9139
557,4.641667,389.5595,348.0033,40.453864,36.138448,3.484993,-0.415043,0.9139
558,4.650000,389.5595,348.0033,40.453864,36.138448,3.484993,-0.415043,0.9139
559,4.658333,389.5595,348.0033,40.453864,36.138448,3.484993,-0.415043,0.9139
560,4.666667,389.7629,350.7933,40.474982,36.428177,3.506110,-0.125314,0.9121
561,4.675000,389.7629,350.7933,40.474982,36.428177,3.506110,-0.125314,0.9121
562,4.683333,389.7629,350.7933,40.474982,36.428177,3.506110,-0.125314,0.9121
563,4.691667,389.7629,350.7933,40.474982,36.428177,3.506110,-0.125314,0.9121
564,4.700000,389.6098,348.9497,40.459085,36.236729,3.490213,-0.316763,0.9109
565,4.708333,389.6098,348.9497,40.459085,36.236729,3.490213,-0.316763,0.9109
566,4.716667,389.6098,348.9497,40.459085,36.236729,3.490213,-0.316763,0.9109
567,4.725000,389.6098,348.9497,40.459085,36.236729,3.490213,-0.316763,0.9109
568,4.733333,389.6592,351.1605,40.464219,36.466310,3.495347,-0.087181,0.9161
569,4.741667,389.6592,351.1605,40.464219,36.466310,3.495347,-0.087181,0.9161
570,4.750000,389.6592,351.1605,40.464219,36.466310,3.495347,-0.087181,0.9161
571,4.758333,389.6592,351.1605,40.464219,36.466310,3.495347,-0.087181,0.9161
572,4.766667,389.7148,350.7577,40.469986,36.424484,3.501114,-0.129007,0.9139
573,4.775000,389.7148,350.7577,40.469986,36.424484,3.501114,-0.129007,0.9139
574,4.783333,389.7148,350.7577,40.469986,36.424484,3.501114,-0.129007,0.9139
575,4.791667,389.7148,350.7577,40.469986,36.424484,3.501114,-0.129007,0.9139
576,4.800000,389.6515,350.7972,40.463415,36.428582,3.494543,-0.124909,0.9116
577,4.808333,389.6515,350.7972,40.463415,36.428582,3.494543,-0.124909,0.9116
578,4.816667,389.6515,350.7972,40.463415,36.428582,3.494543,-0.124909,0.9116
579,4.825000,389.6515,350.7972,40.463415,36.428582,3.494543,-0.124909,0.9116
580,4.833333,389.2025,348.2449,40.416786,36.163540,3.447914,-0.389951,0.9140
581,4.841667,389.2025,348.2449,40.416786,36.163540,3.447914,-0.389951,0.9140
582,4.850000,389.2025,348.2449,40.416786,36.163540,3.447914,-0.389951,0.9140
583,4.858333,389.2025,348.2449,40.416786,36.163540,3.447914,-0.389951,0.9140
584,4.866667,389.1838,348.2454,40.414844,36.163597,3.445972,-0.389894,0.9120
585,4.875000,389.1838,348.2454,40.414844,36.163597,3.445972,-0.389894,0.9120
586,4.883333,389.1838,348.2454,40.414844,36.163597,3.445972,-0.389894,0.9120
587,4.891667,389.1838,348.2454,40.414844,36.163597,3.445972,-0.389894,0.9120
588,4.900000,389.0398,348.2604,40.399893,36.165155,3.431021,-0.388336,0.9138
589,4.908333,389.0398,348.2604,40.399893,36.165155,3.431021,-0.388336,0.9138
590,4.916667,389.0398,348.2604,40.399893,36.165155,3.431021,-0.388336,0.9138
591,4.925000,389.0398,348.2604,40.399893,36.165155,3.431021,-0.388336,0.9138
592,4.933333,389.0981,347.8331,40.405953,36.120775,3.437082,-0.432716,0.9142
593,4.941667,389.0981,347.8331,40.405953,36.120775,3.437082,-0.432716,0.9142
594,4.950000,389.0981,347.8331,40.405953,36.120775,3.437082,-0.432716,0.9142
595,4.958333,389.0981,347.8331,40.405953,36.120775,3.437082,-0.432716,0.9142
596,4.966667,388.9080,347.8267,40.386210,36.120114,3.417338,-0.433377,0.9141
597,4.975000,388.9080,347.8267,40.386210,36.120114,3.417338,-0.433377,0.9141
598,4.983333,388.9080,347.8267,40.386210,36.120114,3.417338,-0.433377,0.9141
599,4.991667,388.9080,347.8267,40.386210,36.120114,3.417338,-0.433377,0.9141
600,5.000000,387.0503,347.2195,40.193299,36.057063,3.224428,-0.496428,0.9280
601,5.008333,387.0503,347.2195,40.193299,36.057063,3.224428,-0.496428,0.9280
602,5.016667,387.0503,347.2195,40.193299,36.057063,3.224428,-0.496428,0.9280
603,5.025000,387.0503,347.2195,40.193299,36.057063,3.224428,-0.496428,0.9280
604,5.033333,385.2785,347.2292,40.009305,36.058067,3.040433,-0.495425,0.9385
605,5.041667,385.2785,347.2292,40.009305,36.058067,3.040433,-0.495425,0.9385
606,5.050000,385.2785,347.2292,40.009305,36.058067,3.040433,-0.495425,0.9385
607,5.058333,385.2785,347.2292,40.009305,36.058067,3.040433,-0.495425,0.9385
608,5.066667,385.7540,347.0266,40.058683,36.037028,3.089811,-0.516463,0.9374
609,5.075000,385.7540,347.0266,40.058683,36.037028,3.089811,-0.516463,0.9374
610,5.083333,385.7540,347.0266,40.058683,36.037028,3.089811,-0.516463,0.9374
611,5.091667,385.7540,347.0266,40.058683,36.037028,3.089811,-0.516463,0.9374
612,5.100000,386.2048,347.1249,40.105496,36.047232,3.136624,-0.506259,0.9384
613,5.108333,386.2048,347.1249,40.105496,36.047232,3.136624,-0.506259,0.9384
614,5.116667,386.2048,347.1249,40.105496,36.047232,3.136624,-0.506259,0.9384
615,5.125000,386.2048,347.1249,40.105496,36.047232,3.136624,-0.506259,0.9384
616,5.133333,386.3834,346.7434,40.124039,36.007619,3.155167,-0.545872,0.9331
617,5.141667,386.3834,346.7434,40.124039,36.007619,3.155167,-0.545872,0.9331
618,5.150000,386.3834,346.7434,40.124039,36.007619,3.155167,-0.545872,0.9331
619,5.158333,386.3834,346.7434,40.124039,36.007619,3.155167,-0.545872,0.9331
620,5.166667,386.3673,346.9247,40.122364,36.026446,3.153492,-0.527046,0.9352
