# Strain Tracker Export
# generated: 2026-05-22T10:14:36.142Z
# fps: 120
# video_size_px: 1280x720
# calibration: 9.401099 px per mm
# calibration_points_px: (244.844,593.615) - (338.789,590.092)
# calibration_real_distance: 10 mm
# template_size_px: 40
# search_radius_px: 25
#
frame,time_s,x_px,y_px,x_mm,y_mm,dx_mm,dy_mm,match_score
336,2.800000,841.3072,587.3006,89.490304,62.471489,-7.519635,-0.499874,0.9940
337,2.808333,841.3072,587.3006,89.490304,62.471489,-7.519635,-0.499874,0.9940
338,2.816667,841.3072,587.3006,89.490304,62.471489,-7.519635,-0.499874,0.9940
339,2.825000,841.3072,587.3006,89.490304,62.471489,-7.519635,-0.499874,0.9940
340,2.833333,840.4938,587.2549,89.403789,62.466627,-7.606150,-0.504737,0.9934
341,2.841667,840.4938,587.2549,89.403789,62.466627,-7.606150,-0.504737,0.9934
342,2.850000,840.4938,587.2549,89.403789,62.466627,-7.606150,-0.504737,0.9934
343,2.858333,840.4938,587.2549,89.403789,62.466627,-7.606150,-0.504737,0.9934
344,2.866667,840.1594,587.2770,89.368215,62.468971,-7.641724,-0.502393,0.9946
345,2.875000,840.1594,587.2770,89.368215,62.468971,-7.641724,-0.502393,0.9946
346,2.883333,840.1594,587.2770,89.368215,62.468971,-7.641724,-0.502393,0.9946
347,2.891667,840.1594,587.2770,89.368215,62.468971,-7.641724,-0.502393,0.9946
348,2.900000,838.2553,587.0294,89.165680,62.442640,-7.844259,-0.528724,0.9952
349,2.908333,838.2553,587.0294,89.165680,62.442640,-7.844259,-0.528724,0.9952
